\fixlen = T
|set|TIME        |LC_DETREND    |
|int|double      |double        |
 0   138.1734150  5.1064644e-04  
 0   138.1938494  -2.3769538e-04 
 0   138.2142839  5.6170794e-04  
 0   138.2347183  4.7310229e-04  
 0   138.2551526  -2.3018759e-04 
 0   138.2755871  4.5633229e-04  
 0   138.2960215  -1.0328774e-03 
 0   138.3164559  5.1968789e-04  
 0   138.3368903  3.8099309e-04  
 0   138.3573248  1.2394185e-04  
 0   138.3777592  4.7390879e-04  
 0   138.3981935  -5.7076593e-04 
 0   138.4186280  3.1684941e-04  
 0   138.4390624  -7.0050570e-05 
 0   138.4594967  -3.3646508e-04 
 0   138.4799311  1.8149500e-05  
 0   138.5003656  -2.1782615e-04 
 0   138.5207999  -3.7838076e-04 
 0   138.5412343  9.4195435e-05  
 0   138.5616687  -3.2208656e-04 
 0   138.5821031  8.2725819e-05  
 0   138.6025375  -3.9104209e-04 
 0   138.6229719  4.7217755e-04  
 0   138.6434063  -4.7378652e-04 
 0   138.6638407  1.5436874e-04  
 0   138.6842751  -1.9995409e-06 
 0   138.7047094  -8.7421661e-04 
 0   138.7251439  -4.5539771e-04 
 0   138.7455783  -1.4181943e-04 
 0   138.7660126  -2.5423788e-04 
 0   138.7864472  2.0757706e-03  
 0   138.8068816  -1.7107042e-04 
 0   138.8273159  4.4314936e-04  
 0   138.8477503  -3.4045742e-04 
 0   138.8681848  5.2479468e-04  
 0   138.8886192  -1.5799380e-04 
 0   138.9090535  -4.1328164e-04 
 0   138.9294880  -2.9298756e-04 
 0   138.9499224  -2.5778281e-04 
 0   138.9703567  2.7434377e-04  
 0   138.9907911  1.1509984e-04  
 0   139.0112256  -1.4153539e-04 
 0   139.0316599  4.4205594e-06  
 0   139.0520943  -1.5049902e-04 
 0   139.0725288  1.0970965e-04  
 0   139.0929631  -6.7898742e-04 
 0   139.1133975  3.6545395e-04  
 0   139.1338319  -8.4587387e-05 
 0   139.1542663  -8.8435991e-06 
 0   139.1747007  3.8583734e-04  
 0   139.1951351  2.9671530e-04  
 0   139.2155694  -1.9714990e-04 
 0   139.2360039  -7.0114678e-04 
 0   139.2564383  7.8823662e-04  
 0   139.2768726  2.3621047e-04  
 0   139.2973071  2.7855810e-06  
 0   139.3177415  -1.4730846e-04 
 0   139.3381759  -2.3089148e-04 
 0   139.3586102  -5.4660521e-04 
 0   139.3790448  2.1390759e-03  
 0   139.3994792  1.9910875e-04  
 0   139.4199135  3.2852977e-04  
 0   139.4403480  7.8469643e-04  
 0   139.4607824  -5.9917854e-04 
 0   139.4812167  1.8707549e-04  
 0   139.5016511  -1.5629458e-04 
 0   139.5220856  8.5998618e-06  
 0   139.5425199  -5.7018886e-04 
 0   139.5629543  -4.5217437e-04 
 0   139.5833888  4.9843063e-04  
 0   139.6038231  1.7108457e-04  
 0   139.6242575  7.4080675e-04  
 0   139.6446919  -1.4394677e-04 
 0   139.6651264  -1.6018414e-07 
 0   139.6855607  -4.2976346e-04 
 0   139.7059951  8.9417206e-04  
 0   139.7264295  -1.9948963e-04 
 0   139.7468639  8.5101416e-04  
 0   139.7672983  3.7580426e-04  
 0   139.7877327  1.2336129e-04  
 0   139.8081671  3.9489946e-04  
 0   139.8286015  6.3286861e-04  
 0   139.8490359  -6.4105977e-04 
 0   139.8694703  -4.7093970e-04 
 0   139.8899047  -1.0539656e-04 
 0   139.9103391  -8.1489020e-04 
 0   139.9307735  4.3299483e-04  
 0   139.9512080  -1.8219162e-04 
 0   139.9716423  9.0926210e-04  
 0   139.9920767  -1.7019702e-04 
 0   140.0125110  -7.8311707e-05 
 0   140.0329455  1.3178382e-04  
 0   140.0533799  -7.4948015e-04 
 0   140.0738143  3.5532689e-04  
 0   140.0942487  -2.0147565e-04 
 0   140.1146831  -1.1061474e-03 
 0   140.1351175  -1.0035179e-03 
 0   140.1555518  1.8173057e-04  
 0   140.1759863  9.5548850e-05  
 0   140.1964207  2.3037300e-04  
 0   140.2168550  5.0268014e-04  
 0   140.2372895  8.9768568e-05  
 0   140.2577239  -9.3893457e-04 
 0   140.2781582  4.9663009e-04  
 0   140.2985926  -6.1527971e-04 
 0   140.3190271  3.3655408e-04  
 0   140.3394614  -6.3958275e-04 
 0   140.3803302  -3.2615004e-04 
 0   140.4007647  1.2381544e-04  
 0   140.4211990  -9.1824535e-05 
 0   140.4416334  2.4834042e-04  
 0   140.4620679  -3.6407411e-04 
 0   140.4825022  1.7470305e-04  
 0   140.5029366  1.5991647e-04  
 0   140.5233709  -6.6211360e-04 
 0   140.5438054  3.0709365e-05  
 0   140.5642398  7.3575310e-04  
 0   140.5846742  5.8192137e-04  
 0   140.6051086  2.6244152e-04  
 0   140.6255430  1.8315839e-04  
 0   140.6459774  -2.0467299e-04 
 0   140.6664117  -3.0228053e-04 
 0   140.6868462  2.8378639e-04  
 0   140.7072806  3.7436868e-04  
 0   140.7277149  7.1436446e-04  
 0   140.7481494  -6.1738938e-05 
 0   140.7685838  -4.3397717e-04 
 0   140.7890181  -3.3324937e-04 
 0   140.8094525  -2.2846465e-04 
 0   140.8298870  3.4088074e-04  
 0   140.8503214  1.2634577e-04  
 0   140.8707557  -8.8767112e-05 
 0   140.8911901  -2.3680825e-04 
 0   140.9116246  3.6808292e-04  
 0   140.9320589  6.8563310e-04  
 0   140.9524933  -2.8890370e-06 
 0   140.9729278  1.4997595e-04  
 0   140.9933621  -4.3742382e-04 
 0   141.0137965  1.0904518e-03  
 0   141.0342309  1.3905454e-04  
 0   141.0546653  -4.8041870e-04 
 0   141.0750997  8.2154706e-04  
 0   141.0955341  -7.5168739e-04 
 0   141.1159685  -6.9415802e-04 
 0   141.1364029  -3.3892906e-05 
 0   141.1568373  -2.1383696e-06 
 0   141.1772716  -2.4130070e-04 
 0   141.1977061  2.4951153e-04  
 0   141.2181405  9.7503164e-04  
 0   141.2385748  -4.4087117e-04 
 0   141.2590093  5.2732730e-06  
 0   141.2794437  3.7225301e-04  
 0   141.2998780  -4.8381783e-04 
 0   141.3203124  2.2503908e-04  
 0   141.3407469  8.2361849e-04  
 0   141.3611813  -9.9024124e-05 
 0   141.3816156  2.5374474e-04  
 0   141.4020500  1.5178246e-03  
 0   141.4224845  -2.5621333e-04 
 0   141.4429189  4.3538329e-04  
 0   141.4633532  2.2899781e-05  
 0   141.4837877  -9.2142652e-04 
 0   141.5042221  -8.1548897e-05 
 0   141.5246564  2.0284395e-04  
 0   141.5450908  -1.3153896e-03 
 0   141.5655252  -4.3752504e-04 
 0   141.5859597  -1.6298216e-04 
 0   141.6063940  -6.1105634e-04 
 0   141.6268285  -2.8611155e-04 
 0   141.6472629  -1.7328329e-04 
 0   141.6676972  -2.7383787e-05 
 0   141.6881316  1.8112484e-04  
 0   141.7085661  4.4744808e-04  
 0   141.7290004  -4.6858759e-04 
 0   141.7494348  6.7779137e-04  
 0   141.7698693  -8.9293593e-05 
 0   141.7903036  -7.4184727e-04 
 0   141.8107380  4.4030035e-05  
 0   141.8311724  -2.3273339e-04 
 0   141.8516068  2.5479274e-04  
 0   141.8720412  5.0970782e-05  
 0   141.8924756  -9.6658732e-05 
 0   141.9129101  5.8523717e-04  
 0   141.9333444  1.4755447e-05  
 0   141.9537788  4.3289689e-04  
 0   141.9742131  -1.8203256e-04 
 0   141.9946476  -6.3450275e-06 
 0   142.0150820  -1.7587272e-04 
 0   142.0355162  2.4814811e-04  
 0   142.0559506  -3.1620677e-04 
 0   142.0763851  -7.8987546e-04 
 0   142.0968195  -2.5905640e-04 
 0   142.1172538  2.2753718e-04  
 0   142.1376883  6.7733977e-06  
 0   142.1581227  1.4640144e-03  
 0   142.1785570  -3.4827905e-04 
 0   142.1989914  -6.2532409e-04 
 0   142.2194259  9.3650968e-05  
 0   142.2398602  -6.3860137e-04 
 0   142.2602946  -1.1631881e-03 
 0   142.2807291  6.8251404e-04  
 0   142.3011634  -7.5204356e-05 
 0   142.3215978  2.8953722e-04  
 0   142.3420322  -3.5312813e-04 
 0   142.3624667  2.1771633e-04  
 0   142.3829010  5.5029464e-04  
 0   142.4033354  2.0844337e-04  
 0   142.4237699  -4.3215934e-04 
 0   142.4442042  3.3944874e-04  
 0   142.4646386  -1.7498495e-04 
 0   142.4850729  -1.4271645e-04 
 0   142.5055074  4.1693568e-04  
 0   142.5259418  -4.9524812e-04 
 0   142.5463762  4.9215450e-04  
 0   142.5668104  5.3764967e-04  
 0   142.5872449  1.6247663e-04  
 0   142.6076793  -1.9732458e-04 
 0   142.6281136  3.5060319e-04  
 0   142.6485481  -4.8228121e-05 
 0   142.6689825  1.7651053e-04  
 0   142.6894168  1.3215252e-04  
 0   142.7098512  -4.0153830e-04 
 0   142.7302857  -6.2578591e-04 
 0   142.7507200  -1.3075717e-04 
 0   142.7711544  -1.5529431e-05 
 0   142.7915889  -6.0691551e-04 
 0   142.8120232  -1.0436059e-03 
 0   142.8324576  7.4676798e-05  
 0   142.8528920  3.1479317e-04  
 0   142.8733265  2.3405362e-04  
 0   142.8937608  -4.4591722e-04 
 0   142.9141952  -5.0695339e-04 
 0   142.9346297  3.3109749e-04  
 0   142.9550640  2.3598540e-04  
 0   142.9754983  -2.1154591e-04 
 0   142.9959326  -6.6867519e-06 
 0   143.0163671  5.0715241e-04  
 0   143.0368015  -5.4413674e-04 
 0   143.0572359  6.9199718e-04  
 0   143.0776703  9.2336712e-05  
 0   143.0981047  -4.9402501e-04 
 0   143.1185391  6.0377328e-04  
 0   143.1389735  4.0950999e-04  
 0   143.1594079  1.3979441e-04  
 0   143.1798423  6.8730564e-04  
 0   143.2002766  -1.5380495e-04 
 0   143.2207110  1.5813859e-04  
 0   143.2411455  9.0881978e-04  
 0   143.2615799  -7.1754737e-04 
 0   143.2820143  3.8705653e-04  
 0   143.3024487  2.7301931e-04  
 0   143.3228830  -2.6055487e-04 
 0   143.3637517  -5.2971730e-04 
 0   143.3841862  1.7843922e-04  
 0   143.4046206  -5.6350388e-04 
 0   143.4250549  4.2420270e-06  
 0   143.4454894  -2.9471694e-04 
 0   143.4659238  -4.0243295e-04 
 0   143.4863581  -5.1861675e-04 
 0   143.5067925  -2.5148134e-04 
 0   143.5272270  -3.6591955e-04 
 0   143.5476614  2.7708369e-04  
 0   143.5680957  -2.1652466e-04 
 0   143.5885302  -3.9926439e-04 
 0   143.6089645  1.9504325e-06  
 0   143.6293988  2.1993631e-04  
 0   143.6498332  -2.0724755e-04 
 0   143.6702677  7.8084122e-05  
 0   143.6907020  1.3452506e-04  
 0   143.7111364  -4.5296017e-04 
 0   143.7315708  -4.6872672e-05 
 0   143.7520052  -1.0669082e-04 
 0   143.7724396  -1.0365900e-06 
 0   143.7928740  -1.1506397e-03 
 0   143.8133084  -4.1616029e-05 
 0   143.8337428  1.6590950e-04  
 0   143.8541772  2.0968853e-04  
 0   143.8746114  8.1908749e-04  
 0   143.8950459  -7.2041512e-05 
 0   143.9154803  -2.3561568e-04 
 0   143.9359146  -6.9885317e-04 
 0   143.9563491  -3.8020755e-04 
 0   143.9767835  3.0708875e-04  
 0   143.9972178  3.7973686e-04  
 0   144.0176522  -1.6977949e-04 
 0   144.0380867  -2.8982796e-04 
 0   144.0585211  1.4413100e-04  
 0   144.0789554  -4.0492193e-07 
 0   144.0993899  6.5374892e-04  
 0   144.1198242  1.2710466e-04  
 0   144.1402585  6.0211445e-05  
 0   144.1606929  5.5271154e-05  
 0   144.1811274  -1.5558473e-04 
 0   144.2015617  2.2385178e-04  
 0   144.2219961  4.5302656e-04  
 0   144.2424306  -4.7766557e-04 
 0   144.2628649  1.6337339e-04  
 0   144.2832993  -2.8241400e-04 
 0   144.3037337  2.4068581e-04  
 0   144.3241681  1.0891353e-03  
 0   144.3446024  -4.5336518e-04 
 0   144.3650368  -3.7973930e-04 
 0   144.3854711  2.8357288e-05  
 0   144.4059056  5.5017101e-04  
 0   144.4263400  2.9333351e-05  
 0   144.4467743  4.8875121e-05  
 0   144.4672088  4.1036308e-04  
 0   144.4876432  1.5712825e-04  
 0   144.5080775  -5.1103777e-04 
 0   144.5285119  -2.4863129e-04 
 0   144.5489463  -3.0045249e-04 
 0   144.5693807  -7.6595454e-05 
 0   144.5898150  3.5546476e-05  
 0   144.6102495  -4.5898888e-04 
 0   144.6306839  7.6855038e-04  
 0   144.6511182  6.5039692e-04  
 0   144.6715526  -4.4561399e-04 
 0   144.6919871  6.0056022e-04  
 0   144.7124214  -2.8127813e-05 
 0   144.7328558  -3.2330342e-04 
 0   144.7532902  -3.4464739e-04 
 0   144.7737245  4.6225647e-05  
 0   144.7941589  3.8852898e-04  
 0   144.8145933  3.4759159e-04  
 0   144.8350278  8.7865797e-04  
 0   144.8554621  -7.6537766e-04 
 0   144.8758965  5.1283627e-04  
 0   144.8963309  -6.0687493e-05 
 0   144.9167653  5.2208296e-04  
 0   144.9371996  -5.0273177e-04 
 0   144.9576340  4.3249613e-05  
 0   144.9780685  2.4788122e-04  
 0   144.9985028  -3.0083209e-04 
 0   145.0189372  -5.2829913e-04 
 0   145.0393716  2.5525560e-05  
 0   145.0598060  4.4963061e-04  
 0   145.0802404  -8.3449716e-04 
 0   145.1006748  1.8246938e-04  
 0   145.1211092  -7.8100362e-04 
 0   145.1415435  -7.4092255e-05 
 0   145.1619779  -5.1479426e-04 
 0   145.1824122  6.0249184e-04  
 0   145.2028467  -7.7594705e-05 
 0   145.2232811  -7.7200239e-04 
 0   145.2437154  -8.3117676e-04 
 0   145.2641499  2.2153382e-04  
 0   145.2845842  3.8750833e-04  
 0   145.3050186  -2.0790698e-04 
 0   145.3254529  -1.1543571e-05 
 0   145.3458874  -3.3306007e-04 
 0   145.3663218  3.7701873e-04  
 0   145.3867561  -6.0234390e-05 
 0   145.4071906  4.4650384e-04  
 0   145.4276250  -6.5519242e-05 
 0   145.4480592  -1.2482538e-04 
 0   145.4684936  -9.4867646e-05 
 0   145.4889281  -9.9854672e-04 
 0   145.5093624  -5.1025848e-04 
 0   145.5297968  -3.5807388e-05 
 0   145.5502312  -2.2968685e-04 
 0   145.5706657  3.4997505e-05  
 0   145.5911000  -4.3946151e-05 
 0   145.6115343  -5.2170985e-04 
 0   145.6319688  -2.8543547e-04 
 0   145.6524031  2.8686403e-04  
 0   145.6728375  -2.8499286e-04 
 0   145.6932718  5.7724747e-04  
 0   145.7137063  -1.5035443e-04 
 0   145.7341407  8.7301404e-04  
 0   145.7545750  3.4524334e-04  
 0   145.7750094  3.7788932e-04  
 0   145.7954438  5.3020986e-04  
 0   145.8158782  2.9429700e-04  
 0   145.8363125  -5.1079795e-04 
 0   145.8567470  -4.0076539e-04 
 0   145.8771814  -3.4589041e-04 
 0   145.8976156  1.1601894e-03  
 0   145.9180501  -8.0107311e-05 
 0   145.9384845  2.5472970e-04  
 0   145.9589188  2.7800986e-04  
 0   145.9793532  8.8551018e-04  
 0   145.9997877  2.5054219e-04  
 0   146.0202221  -1.2599293e-04 
 0   146.0406563  5.9455464e-04  
 0   146.0610908  -7.8338850e-04 
 0   146.0815252  8.8172598e-04  
 0   146.1019595  9.8338746e-04  
 0   146.1223939  -3.7053527e-05 
