\fixlen = T
|set|TIME        |LC_DETREND    |
|int|double      |double        |
 0   134.2093442  2.3532267e-04  
 0   134.2297786  4.3338584e-04  
 0   134.2502130  1.6560173e-04  
 0   134.2706475  6.6199813e-05  
 0   134.2910820  -6.6830453e-06 
 0   134.3115164  1.5247142e-04  
 0   134.3319509  8.4595849e-05  
 0   134.3523854  -4.1062562e-05 
 0   134.3728198  9.1623015e-06  
 0   134.4136888  6.5356144e-06  
 0   134.4341232  -5.2656611e-05 
 0   134.4545577  8.7605535e-05  
 0   134.4749922  1.1710566e-05  
 0   134.4954267  -3.8190356e-05 
 0   134.5158611  1.1336692e-04  
 0   134.5362956  6.4417065e-05  
 0   134.5567299  -5.9156529e-05 
 0   134.5771645  7.8944111e-05  
 0   134.5975990  5.1404722e-06  
 0   134.6180333  2.4285392e-04  
 0   134.6384678  -2.2975519e-05 
 0   134.6589024  -1.0345937e-04 
 0   134.6793368  -4.5950204e-05 
 0   134.6997713  1.7926621e-04  
 0   134.7202058  -4.2975942e-05 
 0   134.7406402  1.8695545e-04  
 0   134.7610746  5.1392220e-05  
 0   134.7815091  3.7267880e-06  
 0   134.8019436  3.9391602e-05  
 0   134.8223781  2.4408261e-04  
 0   134.8428125  2.5062285e-05  
 0   134.8632470  3.8098671e-05  
 0   134.8836815  1.9182962e-05  
 0   134.9041160  1.0329882e-04  
 0   134.9245503  -1.4587656e-05 
 0   134.9449849  -8.6759042e-05 
 0   134.9654194  2.4695581e-05  
 0   134.9858537  -7.1112336e-05 
 0   135.0062883  4.5958535e-05  
 0   135.0267228  -5.9830920e-05 
 0   135.0471571  -1.5417223e-04 
 0   135.0675916  3.9073442e-05  
 0   135.0880262  -8.7771092e-05 
 0   135.1084605  -9.0078043e-05 
 0   135.1288950  -7.8661789e-05 
 0   135.1493296  -1.5693682e-04 
 0   135.1697640  -3.2369881e-05 
 0   135.1901984  -8.8084082e-05 
 0   135.2106328  -4.6754627e-05 
 0   135.2310674  1.1558123e-04  
 0   135.2515018  8.1312166e-05  
 0   135.2719362  6.7265115e-05  
 0   135.2923706  -1.6881774e-04 
 0   135.3128052  -9.9946941e-05 
 0   135.3332396  -1.3179892e-04 
 0   135.3536740  -1.9798818e-04 
 0   135.3741086  -1.0069664e-04 
 0   135.3945430  -5.8860343e-05 
 0   135.4149775  -2.1099984e-05 
 0   135.4354119  -4.5017543e-05 
 0   135.4558464  2.1439545e-04  
 0   135.4762809  -1.7238803e-04 
 0   135.4967153  -4.3902004e-05 
 0   135.5171498  1.2081549e-04  
 0   135.5375843  -2.0054654e-04 
 0   135.5580187  -3.4888981e-05 
 0   135.5784531  -2.8234488e-05 
 0   135.5988877  -5.5036973e-05 
 0   135.6193221  -1.4347623e-05 
 0   135.6397565  1.4380990e-04  
 0   135.6601911  -1.3079077e-04 
 0   135.6806255  -1.5962077e-04 
 0   135.7010599  -6.7759481e-07 
 0   135.7214944  -2.2478640e-05 
 0   135.7419289  1.9207702e-05  
 0   135.7623633  -2.9081735e-05 
 0   135.7827978  2.2535607e-05  
 0   135.8032323  2.4058510e-04  
 0   135.8236667  8.1294522e-05  
 0   135.8441012  -2.5127575e-04 
 0   135.8645356  6.0664595e-05  
 0   135.8849701  -1.5037155e-04 
 0   135.9054046  -1.9453725e-04 
 0   135.9258390  -1.1026736e-04 
 0   135.9462734  1.1719369e-05  
 0   135.9667079  -2.4382811e-04 
 0   135.9871424  2.3955243e-05  
 0   136.0075768  -1.1945013e-04 
 0   136.0280113  -2.6614372e-05 
 0   136.0484458  6.9741152e-05  
 0   136.0688802  -1.4542122e-04 
 0   136.0893146  -2.6665390e-05 
 0   136.1097492  -8.2670274e-05 
 0   136.1301837  1.7402651e-04  
 0   136.1506180  2.5092164e-05  
 0   136.1710526  -1.3369696e-04 
 0   136.1914870  -4.4440581e-05 
 0   136.2119214  -4.7316280e-05 
 0   136.2323559  -2.2779293e-04 
 0   136.2527904  -9.0644833e-05 
 0   136.2732248  8.3629639e-05  
 0   136.2936593  -1.9760031e-04 
 0   136.3140938  -4.6339192e-05 
 0   136.3345282  -1.3678706e-04 
 0   136.3549627  1.3767956e-04  
 0   136.3753971  4.5707937e-05  
 0   136.3958316  -1.4506403e-04 
 0   136.4162660  -9.4134506e-05 
 0   136.4367005  -1.4963308e-05 
 0   136.4571351  -4.7383070e-05 
 0   136.4775694  7.4207768e-05  
 0   136.4980039  1.1170717e-04  
 0   136.5184384  -1.9985599e-04 
 0   136.5388728  -1.5753902e-04 
 0   136.5593073  -1.3476556e-04 
 0   136.5797417  1.7184546e-04  
 0   136.6001762  5.5299330e-05  
 0   136.6206107  4.8687270e-05  
 0   136.6410451  1.2361234e-04  
 0   136.6614796  2.1165139e-05  
 0   136.6819140  -2.1812049e-05 
 0   136.7023485  9.7907759e-05  
 0   136.7227830  -4.4297456e-05 
 0   136.7432173  -1.1260257e-05 
 0   136.7636519  5.5903824e-06  
 0   136.7840864  -9.3293027e-05 
 0   136.8045207  2.2591803e-05  
 0   136.8249553  1.7650479e-04  
 0   136.8453897  6.4361309e-05  
 0   136.8658242  -3.7449448e-05 
 0   136.8862586  1.3589983e-04  
 0   136.9066931  -1.2700525e-04 
 0   136.9271276  -1.2018758e-05 
 0   136.9475620  1.6690671e-04  
 0   136.9679965  -1.5937985e-04 
 0   136.9884310  -1.8209856e-04 
 0   137.0088653  5.3410560e-05  
 0   137.0292998  -9.9960991e-05 
 0   137.0497344  3.1210187e-05  
 0   137.0701687  1.7290423e-04  
 0   137.0906032  -4.0383442e-05 
 0   137.1110377  9.9675461e-05  
 0   137.1314721  1.6644959e-04  
 0   137.1519066  -1.2596139e-04 
 0   137.1723410  -2.6009569e-04 
 0   137.1927756  -1.8010202e-05 
 0   137.2132099  1.0763191e-04  
 0   137.2336444  -4.8914244e-05 
 0   137.2540788  -8.2473111e-05 
 0   137.2745133  -1.6523230e-04 
 0   137.2949478  1.5197821e-04  
 0   137.3153821  -4.2358020e-05 
 0   137.3358167  -2.5455886e-04 
 0   137.3562512  -7.1192619e-05 
 0   137.3971200  -6.8736284e-05 
 0   137.4175545  1.4146543e-04  
 0   137.4379890  -2.9998930e-04 
 0   137.4584234  4.6836576e-05  
 0   137.4788579  6.2025654e-05  
 0   137.4992924  2.9922152e-04  
 0   137.5197267  8.3536768e-05  
 0   137.5401612  1.2501521e-04  
 0   137.5605958  3.6646370e-06  
 0   137.5810301  3.9916889e-05  
 0   137.6014646  5.6886340e-05  
 0   137.6218991  1.1405095e-05  
 0   137.6423336  2.6401682e-05  
 0   137.6627680  -1.7636533e-04 
 0   137.6832024  -9.8722594e-05 
 0   137.7036370  -2.1678641e-04 
 0   137.7240713  -2.0144222e-04 
 0   137.7445058  -4.7295813e-05 
 0   137.7649404  -1.3224230e-04 
 0   137.7853747  -1.9105394e-04 
 0   137.8058092  2.4768570e-04  
 0   137.8262435  1.3718509e-05  
 0   137.8466781  1.3015425e-04  
 0   137.8671126  8.6981294e-05  
 0   137.8875470  5.0677489e-05  
 0   137.9079814  -1.1065087e-04 
 0   137.9284159  -1.4770139e-04 
 0   137.9488504  -9.9550571e-06 
 0   137.9692847  -2.0883613e-06 
 0   137.9897193  -1.4881976e-04 
 0   138.0101538  9.7343131e-05  
 0   138.0305881  8.3794570e-05  
 0   138.0510226  -4.0999403e-06 
 0   138.0714571  2.0497504e-05  
 0   138.0918916  -3.2063763e-05 
 0   138.1123259  1.4698775e-04  
 0   138.1327605  3.2449945e-05  
 0   138.1531950  -1.0069246e-04 
 0   138.1736293  2.1640355e-04  
 0   138.1940638  -9.3387585e-05 
 0   138.2144983  1.0364645e-04  
 0   138.2349328  -5.5417328e-05 
 0   138.2553672  1.7439987e-04  
 0   138.2758017  -1.4294346e-05 
 0   138.2962362  3.9057857e-05  
 0   138.3166705  5.9957292e-05  
 0   138.3371050  4.2609373e-04  
 0   138.3575395  -1.3360851e-05 
 0   138.3779740  8.5956519e-05  
 0   138.3984084  -1.0470345e-04 
 0   138.4188429  -9.3369177e-05 
 0   138.4392774  2.2063262e-04  
 0   138.4597117  3.3932294e-05  
 0   138.4801462  -3.5981837e-05 
 0   138.5005807  2.3468919e-04  
 0   138.5210151  1.0012100e-04  
 0   138.5414496  9.4268646e-05  
 0   138.5618840  -2.6712516e-05 
 0   138.5823185  -1.8134835e-04 
 0   138.6027529  -4.5974928e-05 
 0   138.6231874  5.0837556e-05  
 0   138.6436218  2.1576330e-04  
 0   138.6640563  -1.9216568e-04 
 0   138.6844907  -1.0613024e-04 
 0   138.7049251  6.5245033e-05  
 0   138.7253597  -1.5788537e-04 
 0   138.7457941  -2.8723769e-04 
 0   138.7662285  1.9637882e-04  
 0   138.7866630  -3.0977526e-04 
 0   138.8070975  6.7631889e-05  
 0   138.8275318  -1.6313142e-04 
 0   138.8479663  1.7390819e-04  
 0   138.8684008  9.2005503e-05  
 0   138.8888353  -2.0240415e-05 
 0   138.9092697  3.1054129e-05  
 0   138.9297042  1.7467262e-05  
 0   138.9501387  -8.0108533e-05 
 0   138.9705730  1.1761108e-04  
 0   138.9910075  -2.3853981e-06 
 0   139.0114420  1.5038915e-04  
 0   139.0318764  -8.7397952e-05 
 0   139.0523108  1.4207985e-04  
 0   139.0727454  2.1314430e-04  
 0   139.0931798  -2.7439475e-05 
 0   139.1136142  -6.2939107e-05 
 0   139.1340487  8.0656864e-05  
 0   139.1544831  4.4776712e-06  
 0   139.1749176  1.1136046e-04  
 0   139.1953520  -3.6415830e-05 
 0   139.2157864  2.9761011e-05  
 0   139.2362209  -8.6213906e-05 
 0   139.2566554  1.4133799e-05  
 0   139.2770897  3.1071497e-05  
 0   139.2975243  -7.4411233e-05 
 0   139.3179588  -4.0864164e-05 
 0   139.3383932  -1.8202250e-04 
 0   139.3588276  -6.3295156e-05 
 0   139.3792621  6.2809268e-05  
 0   139.3996966  -5.0399009e-05 
 0   139.4201309  -4.1552838e-05 
 0   139.4405655  3.7236074e-05  
 0   139.4609999  -2.5622741e-05 
 0   139.4814343  2.1569204e-04  
 0   139.5018687  7.4664735e-05  
 0   139.5223033  2.4148442e-04  
 0   139.5427376  -8.0901380e-05 
 0   139.5631721  1.5776600e-04  
 0   139.5836067  -2.6350500e-04 
 0   139.6040410  5.2789350e-05  
 0   139.6244755  -8.8749905e-05 
 0   139.6449099  1.9471547e-04  
 0   139.6653445  -8.2396786e-05 
 0   139.6857788  -4.1135132e-05 
 0   139.7062133  2.0918940e-04  
 0   139.7266477  3.9166241e-04  
 0   139.7470822  9.9343815e-05  
 0   139.7675166  2.4085771e-04  
 0   139.7879511  6.3631414e-05  
 0   139.8083855  1.7760176e-04  
 0   139.8288200  3.5821533e-05  
 0   139.8492544  1.1557507e-04  
 0   139.8696889  -9.9528093e-05 
 0   139.8901233  -1.3249883e-04 
 0   139.9105578  5.6947323e-05  
 0   139.9309922  1.1673323e-04  
 0   139.9514268  -2.2953771e-04 
 0   139.9718612  1.9151674e-05  
 0   139.9922956  -1.4374492e-04 
 0   140.0127300  -1.6203623e-05 
 0   140.0331645  -1.4819548e-04 
 0   140.0535990  -4.8793299e-05 
 0   140.0740334  -2.0016891e-04 
 0   140.0944679  1.7471852e-04  
 0   140.1149023  1.7017324e-04  
 0   140.1353368  -7.1722185e-05 
 0   140.1557711  -1.3423605e-04 
 0   140.1762057  1.5458892e-04  
 0   140.1966401  1.8083186e-04  
 0   140.2170745  -1.1296450e-04 
 0   140.2375090  1.2932958e-04  
 0   140.2579435  2.8701950e-05  
 0   140.2783778  3.2515058e-05  
 0   140.2988123  2.1518971e-04  
 0   140.3192468  -1.3771565e-05 
 0   140.3396812  8.1819544e-06  
 0   140.3805501  2.6635984e-05  
 0   140.4009846  1.8131350e-04  
 0   140.4214190  2.8223910e-06  
 0   140.4418534  1.4594267e-04  
 0   140.4622880  -1.1805685e-04 
 0   140.4827223  2.6876243e-05  
 0   140.5031568  7.0807102e-05  
 0   140.5235911  -1.0438004e-04 
 0   140.5440257  -2.1679676e-04 
 0   140.5644601  1.7749795e-04  
 0   140.5848946  -8.0380778e-05 
 0   140.6053290  -3.4546565e-06 
 0   140.6257635  -2.2285571e-05 
 0   140.6461979  -1.1647804e-04 
 0   140.6666323  6.0521605e-05  
 0   140.6870668  6.6228327e-05  
 0   140.7075013  -2.1228453e-04 
 0   140.7279356  -8.9307483e-05 
 0   140.7483702  1.2969006e-05  
 0   140.7688046  6.6999564e-05  
 0   140.7892390  -1.7791704e-04 
 0   140.8096734  -2.9202480e-05 
 0   140.8301080  -1.6776923e-04 
 0   140.8505424  6.2545943e-05  
 0   140.8709768  3.5047171e-05  
 0   140.8914112  -5.5669145e-05 
 0   140.9118458  4.8121459e-05  
 0   140.9322801  9.1879345e-05  
 0   140.9527146  6.6964203e-05  
 0   140.9731491  -4.2064272e-05 
 0   140.9935835  1.7055261e-04  
 0   141.0140179  1.6420085e-05  
 0   141.0344524  -1.5432444e-04 
 0   141.0548868  3.7344729e-05  
 0   141.0753213  -1.4387326e-04 
 0   141.0957557  -1.0026226e-04 
 0   141.1161901  -1.2755019e-04 
 0   141.1366246  7.8622375e-05  
 0   141.1570590  -8.4435334e-07 
 0   141.1774934  -5.7543792e-05 
 0   141.1979279  -4.9928603e-05 
 0   141.2183624  -7.5692580e-05 
 0   141.2387967  1.7048046e-04  
 0   141.2592313  -6.2049956e-05 
 0   141.2796657  -1.3519260e-05 
 0   141.3001001  -1.1810150e-04 
 0   141.3205345  -2.5585976e-05 
 0   141.3409691  1.2834410e-05  
 0   141.3614035  -1.5051389e-04 
 0   141.3818379  5.0038838e-05  
 0   141.4022723  -3.8022987e-05 
 0   141.4227069  2.0881397e-04  
 0   141.4431413  -1.7070390e-05 
 0   141.4635757  8.5924672e-05  
 0   141.4840102  2.0011468e-04  
 0   141.5044446  3.2908403e-05  
 0   141.5248790  2.6931753e-05  
 0   141.5453134  -2.1157888e-04 
 0   141.5657479  -4.0961440e-05 
 0   141.5861824  -2.3990685e-04 
 0   141.6066168  2.3269390e-04  
 0   141.6270513  2.0553515e-04  
 0   141.6474858  -6.2123334e-05 
 0   141.6679201  1.7209031e-04  
 0   141.6883546  -8.0597078e-05 
 0   141.7087891  2.0004511e-06  
 0   141.7292235  -1.2474970e-04 
 0   141.7496579  1.0520489e-04  
 0   141.7700924  -1.7400977e-05 
 0   141.7905268  -2.1872982e-06 
 0   141.8109612  -5.2658256e-06 
 0   141.8313957  8.3068135e-06  
 0   141.8518301  1.0779200e-04  
 0   141.8722646  -1.1367472e-04 
 0   141.8926990  -2.1770823e-06 
 0   141.9131336  1.7493516e-04  
 0   141.9335679  6.9607697e-05  
 0   141.9540023  -1.1877817e-04 
 0   141.9744367  -5.7290213e-06 
 0   141.9948712  -1.2602571e-04 
 0   142.0153057  1.7815703e-04  
 0   142.0357400  -1.7571983e-05 
 0   142.0561745  1.9230014e-04  
 0   142.0766090  1.0964392e-04  
 0   142.0970435  -1.1958684e-04 
 0   142.1174778  1.6616481e-04  
 0   142.1379123  -1.2388451e-04 
 0   142.1583468  3.8844948e-05  
 0   142.1787811  2.7348759e-05  
 0   142.1992156  -6.9222013e-05 
 0   142.2196501  7.1301685e-05  
 0   142.2400845  3.0394758e-05  
 0   142.2605189  1.5651692e-04  
 0   142.2809535  1.3874452e-04  
 0   142.3013878  2.4151502e-04  
 0   142.3218222  -2.3722224e-04 
 0   142.3422567  -9.2495196e-05 
 0   142.3626912  -2.5059273e-05 
 0   142.3831256  -1.7322201e-06 
 0   142.4035600  6.4315391e-05  
 0   142.4239946  -1.3147715e-04 
 0   142.4444289  1.6242567e-04  
 0   142.4648633  1.1377366e-04  
 0   142.4852977  1.0390610e-04  
 0   142.5057322  4.4411063e-06  
 0   142.5261667  7.6875847e-05  
 0   142.5466011  -1.1984308e-04 
 0   142.5670355  9.8947403e-06  
 0   142.5874700  1.1857649e-04  
 0   142.6079044  -1.7671358e-04 
 0   142.6283388  -2.6346746e-04 
 0   142.6487733  3.2284124e-06  
 0   142.6692078  -1.6195323e-04 
 0   142.6896421  7.5270626e-05  
 0   142.7100765  1.2742894e-04  
 0   142.7305111  -6.5329281e-05 
 0   142.7509454  -8.2325649e-05 
 0   142.7713799  1.2908195e-04  
 0   142.7918144  -3.4724431e-05 
 0   142.8122488  -3.7297239e-05 
 0   142.8326832  3.8767681e-05  
 0   142.8531176  1.4727790e-04  
 0   142.8735522  -1.9304179e-04 
 0   142.8939865  -1.2252278e-04 
 0   142.9144210  3.8713726e-04  
 0   142.9348555  -3.4529769e-06 
 0   142.9552898  1.2985048e-04  
 0   142.9757243  1.7437070e-04  
 0   142.9961586  -1.1205864e-04 
 0   143.0165932  -9.0999434e-05 
 0   143.0370276  -7.9433637e-05 
 0   143.0574620  2.1515986e-04  
 0   143.0778965  -4.2705757e-05 
 0   143.0983309  -1.0059624e-04 
 0   143.1187654  5.8625545e-05  
 0   143.1391998  -5.6815559e-05 
 0   143.1596342  1.1511389e-04  
 0   143.1800687  -7.5609714e-05 
 0   143.2005030  -6.5884124e-05 
 0   143.2209375  1.0907993e-04  
 0   143.2413720  1.5234022e-04  
 0   143.2618064  -9.6778473e-05 
 0   143.2822409  1.6231617e-04  
 0   143.3026753  -2.7819036e-04 
 0   143.3231098  6.2413965e-05  
 0   143.3639785  3.3186672e-05  
 0   143.3844131  1.6618367e-04  
 0   143.4048475  -1.2383024e-04 
 0   143.4252819  -3.6722722e-05 
 0   143.4457164  4.8995058e-05  
 0   143.4661508  1.4767027e-04  
 0   143.4865852  -1.8394332e-04 
 0   143.5070196  2.2027470e-04  
 0   143.5274541  3.4318564e-05  
 0   143.5478886  -7.8859412e-05 
 0   143.5683229  4.2936368e-05  
 0   143.5887575  -7.4465061e-05 
 0   143.6091919  3.9837574e-05  
 0   143.6296262  1.5781325e-04  
 0   143.6500607  8.3990162e-05  
 0   143.6704952  1.8440252e-04  
 0   143.6909296  -1.1818586e-04 
 0   143.7113640  -1.5938211e-05 
 0   143.7317984  1.8075213e-04  
 0   143.7522329  -2.0057081e-04 
 0   143.7726673  3.7236212e-05  
 0   143.7931017  -1.0913172e-04 
 0   143.8135362  -2.9182038e-04 
 0   143.8339706  -9.3655639e-05 
 0   143.8544051  -3.7606074e-05 
 0   143.8748394  -1.6501524e-05 
 0   143.8952739  1.8884882e-04  
 0   143.9157084  -3.2373681e-04 
 0   143.9361427  -1.0024557e-04 
 0   143.9565772  -2.4829825e-04 
 0   143.9770117  -5.9298352e-05 
 0   143.9974460  2.3244129e-04  
 0   144.0178804  4.7472524e-05  
 0   144.0383150  -1.5845538e-04 
 0   144.0587494  -1.4899610e-04 
 0   144.0791838  -1.3870834e-05 
 0   144.0996183  -1.2236048e-06 
 0   144.1200527  7.2967603e-05  
 0   144.1404871  -1.5523638e-05 
 0   144.1609215  4.8536433e-05  
 0   144.1813560  -2.9771504e-04 
 0   144.2017904  1.6068339e-05  
 0   144.2222248  -5.9240492e-06 
 0   144.2426593  -1.8897529e-04 
 0   144.2630937  -1.7008623e-04 
 0   144.2835281  -2.0920319e-04 
 0   144.3039625  -8.9473950e-05 
 0   144.3243970  -1.1485559e-04 
 0   144.3448314  6.5845488e-05  
 0   144.3652658  5.2070169e-05  
 0   144.3857002  1.9882591e-05  
 0   144.4061347  -2.3934468e-05 
 0   144.4265692  -6.9619942e-05 
 0   144.4470035  1.5351578e-04  
 0   144.4674380  2.9175349e-05  
 0   144.4878725  -3.6536945e-05 
 0   144.5083068  -4.5492179e-05 
 0   144.5287412  1.2150836e-04  
 0   144.5491758  1.2717453e-05  
 0   144.5696102  6.3522257e-06  
 0   144.5900445  2.5660350e-07  
 0   144.6104791  6.8053443e-05  
 0   144.6309135  -1.3900823e-04 
 0   144.6513478  6.1371684e-05  
 0   144.6717823  1.1079236e-04  
 0   144.6922168  1.1838857e-04  
 0   144.7126511  7.4956426e-07  
 0   144.7330856  -2.2828803e-04 
 0   144.7535201  -1.2173538e-04 
 0   144.7739544  2.9613660e-05  
 0   144.7943889  -1.0053555e-04 
 0   144.8148233  8.1131388e-05  
 0   144.8352578  -2.4672665e-04 
 0   144.8556922  1.0695567e-05  
 0   144.8761266  7.8633551e-05  
 0   144.8965610  -5.0523733e-05 
 0   144.9169955  2.9984035e-04  
 0   144.9374299  -1.2668211e-04 
 0   144.9578643  -6.8747773e-05 
 0   144.9782988  3.9429870e-05  
 0   144.9987332  9.3666000e-05  
 0   145.0191676  -2.3874421e-04 
 0   145.0396020  2.6560863e-04  
 0   145.0600365  1.4097839e-04  
 0   145.0804709  3.8157089e-04  
 0   145.1009053  -1.3299112e-04 
 0   145.1213399  -1.0560096e-04 
 0   145.1417742  -1.2515507e-04 
 0   145.1622086  -2.1365931e-04 
 0   145.1826430  -4.3815680e-07 
 0   145.2030775  1.0732526e-04  
 0   145.2235119  -2.0227983e-04 
 0   145.2439463  4.7168207e-05  
 0   145.2643808  5.6465688e-05  
 0   145.2848152  6.4955832e-04  
 0   145.3052496  -9.6070962e-06 
 0   145.3256840  2.0140961e-04  
 0   145.3461185  -9.6365489e-05 
 0   145.3665529  -1.6239891e-04 
 0   145.3869873  -1.7289020e-05 
 0   145.4074218  1.9731447e-04  
 0   145.4278562  4.1218653e-05  
 0   145.4482906  -1.9152850e-04 
 0   145.4687250  -2.0425950e-04 
 0   145.4891595  -5.6425259e-05 
 0   145.5095938  -2.8823673e-05 
 0   145.5300283  8.5547690e-05  
 0   145.5504627  9.9352728e-06  
 0   145.5708972  1.4165624e-04  
 0   145.5913316  -1.7103943e-04 
 0   145.6117660  2.3662781e-04  
 0   145.6322005  -4.2536492e-05 
 0   145.6526349  4.9071874e-05  
 0   145.6730693  1.3761525e-04  
 0   145.6935036  1.7807944e-04  
 0   145.7139381  1.9100467e-04  
 0   145.7343726  9.0565176e-05  
 0   145.7548070  -3.4219677e-06 
 0   145.7752414  3.0721244e-04  
 0   145.7956759  7.0598922e-05  
 0   145.8161103  -5.0999934e-05 
 0   145.8365446  1.8653492e-04  
 0   145.8569791  4.4614833e-05  
 0   145.8774136  2.0844242e-05  
 0   145.8978479  3.2763659e-05  
 0   145.9182824  -1.6419443e-04 
 0   145.9387168  -1.3351871e-04 
 0   145.9591512  1.0453710e-04  
 0   145.9795856  -1.2430543e-04 
 0   146.0000201  -3.1568219e-05 
 0   146.0204546  9.4484487e-05  
 0   146.0408889  1.0857761e-05  
 0   146.0613234  7.6069962e-05  
 0   146.0817578  -5.4397307e-05 
 0   146.1021922  -1.2622803e-04 
 0   146.1226266  -1.9204216e-04 
 0   146.1430611  -8.3172919e-05 
